Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca;Producto Físico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo
camisa-cumbre-beige-1bcqp;;;Talle;M;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;17;SIMO13917;;;;;;;;;;;;;
camisa-cumbre-beige-1bcqp;;;Talle;L;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;19;SIMO13918;;;;;;;;;;;;;
camisa-cumbre-chocolate-w081t;Camisa Cumbre Chocolate;OTOÑO - INVIERNO > CAMISAS Y BLUSAS, NOVEDADES;Talle;S;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;0;SIMO13913;;SI;NO;"<div style=""background:#e9eae5;padding:32px 28px 26px;text-align:center;position:relative;overflow:hidden;"">
  <div style=""position:absolute;top:0;left:0;right:0;height:3px;background:linear-gradient(90deg,#90263A,#D5C792,#A2897B);""></div>
  <span style=""display:inline-block;border:1px solid #A2897B;color:#A2897B;font-size:9px;font-weight:700;letter-spacing:2.5px;text-transform:uppercase;padding:4px 14px;margin-bottom:16px;"">Otoño · Invierno</span>
  <h2 style=""font-size:22px;font-weight:600;color:#3a2a2a;line-height:1.2;margin:0 0 8px 0;"">Camisa Cumbre Chocolate</h2>
  <p style=""color:#A2897B;font-size:13px;font-style:italic;margin:0;""></p>
</div>
<div style=""background:#ffffff;padding:24px 28px;margin-top:2px;"">
  <p style=""font-size:9px;font-weight:700;letter-spacing:2px;text-transform:uppercase;color:#90263A;margin:0 0 18px 0;"">Detalles de la prenda</p>
  <table style=""width:100%;border-collapse:collapse;"">
<tr style=""border-bottom:1px solid #f0efec;""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Material</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Confeccionada en tela con acabado piel de durazno, suave al tacto y confortable, que aporta una sensación delicada y premium.</td></tr>
<tr style=""border-bottom:1px solid #f0efec;""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Diseño</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Camisa de mangas anchas con botones dispuestos de a dos, un detalle original que eleva la prenda y le da un estilo único.</td></tr>
<tr style=""border-bottom:1px solid #f0efec;""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Calce</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Corte cómodo y fluido que cae de manera natural, ideal para un look relajado pero sofisticado.</td></tr>
<tr style=""""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Estilo</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Diseño: Camisa de mangas anchas con botones dispuestos de a dos, un detalle original que eleva la prenda y le da un estilo único.</td></tr>
  </table>
</div>
<div style=""background:#e9eae5;padding:18px 28px;margin-top:2px;display:flex;align-items:center;gap:14px;flex-wrap:wrap;"">
  <span style=""font-size:9px;font-weight:700;letter-spacing:2px;text-transform:uppercase;color:#90263A;flex-shrink:0;"">Cuidados</span>
  <div style=""display:flex;gap:8px;flex-wrap:wrap;""><span style=""background:#fff;color:#555;font-size:11px;padding:5px 13px;"">&#10022; &bull; Lavar con agua fría.&bull; No usar lavandina.&bull; Secar a la sombra</span></div>
</div>
<div style=""background:#f7f4f1;padding:22px 28px 18px;margin-top:2px;border-top:1px solid #e0dbd5;"">
  <p style=""font-size:9px;font-weight:700;letter-spacing:2px;text-transform:uppercase;color:#90263A;margin:0 0 14px 0;"">Guía de talles</p>
  <img src=""https://d1a9qnv764bsoo.cloudfront.net/stores/601/496/rte/camisa-cumbre-chocolate.png"" alt=""Guía de talles Camisa Cumbre Chocolate"" style=""display:block;width:100%;height:auto;"" />
</div>
<div style=""background:#ffffff;padding:20px 28px 22px;margin-top:2px;border-bottom:3px solid #90263A;"">
  <div style=""background:#90263A;padding:14px 20px;margin-bottom:14px;display:flex;align-items:center;gap:14px;"">
  <div style=""width:38px;height:38px;border-radius:50%;background:#ffffff;display:flex;align-items:center;justify-content:center;flex-shrink:0;font-size:15px;font-weight:700;color:#90263A;"">A</div>
  <div>
    <p style=""font-size:9px;letter-spacing:2px;text-transform:uppercase;color:#D5C792;margin:0 0 3px 0;"">Referencia de talle</p>
    <p style=""font-size:14px;color:#ffffff;font-weight:700;margin:0;"">Ale usa talle M en este modelo</p>
  </div>
</div>
  <p style=""font-size:12px;font-weight:700;color:#1a1a1a;text-align:center;margin:0 0 10px 0;"">La modelo de la foto usa talle S</p>
  <p style=""font-size:11px;font-weight:600;color:#1a1a1a;text-align:center;font-style:italic;margin:0;"">Todas las medidas son aproximadas y lineales. No son de contorno.</p>
</div>";camisa, elegante;Camisa Cumbre Chocolate - Elegancia y Comodidad Únicas;Descubrí la Camisa Cumbre Chocolate: suave, elegante y con mangas anchas. Lográ un look sofisticado y distintivo. ¡Sumala a tu outfit ahora!;Simona;SI;;;;
camisa-cumbre-chocolate-w081t;;;Talle;M;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;7;SIMO13914;;;;;;;;;;;;;
camisa-cumbre-chocolate-w081t;;;Talle;L;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;17;SIMO13915;;;;;;;;;;;;;
camisa-cumbre-negro-1468a;Camisa Cumbre Negro;OTOÑO - INVIERNO > CAMISAS Y BLUSAS, NOVEDADES;Talle;S;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;1;SIMO13910;;SI;NO;"<div style=""background:#e9eae5;padding:32px 28px 26px;text-align:center;position:relative;overflow:hidden;"">
  <div style=""position:absolute;top:0;left:0;right:0;height:3px;background:linear-gradient(90deg,#90263A,#D5C792,#A2897B);""></div>
  <span style=""display:inline-block;border:1px solid #A2897B;color:#A2897B;font-size:9px;font-weight:700;letter-spacing:2.5px;text-transform:uppercase;padding:4px 14px;margin-bottom:16px;"">Otoño · Invierno</span>
  <h2 style=""font-size:22px;font-weight:600;color:#3a2a2a;line-height:1.2;margin:0 0 8px 0;"">Camisa Cumbre Negro</h2>
  <p style=""color:#A2897B;font-size:13px;font-style:italic;margin:0;""></p>
</div>
<div style=""background:#ffffff;padding:24px 28px;margin-top:2px;"">
  <p style=""font-size:9px;font-weight:700;letter-spacing:2px;text-transform:uppercase;color:#90263A;margin:0 0 18px 0;"">Detalles de la prenda</p>
  <table style=""width:100%;border-collapse:collapse;"">
<tr style=""border-bottom:1px solid #f0efec;""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Material</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Confeccionada en tela con acabado piel de durazno, suave al tacto y confortable, que aporta una sensación delicada y premium.</td></tr>
<tr style=""border-bottom:1px solid #f0efec;""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Diseño</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Camisa de mangas anchas con botones dispuestos de a dos, un detalle original que eleva la prenda y le da un estilo único.</td></tr>
<tr style=""border-bottom:1px solid #f0efec;""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Calce</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Corte cómodo y fluido que cae de manera natural, ideal para un look relajado pero sofisticado.</td></tr>
<tr style=""""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Estilo</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Diseño: Camisa de mangas anchas con botones dispuestos de a dos, un detalle original que eleva la prenda y le da un estilo único.</td></tr>
  </table>
</div>
<div style=""background:#e9eae5;padding:18px 28px;margin-top:2px;display:flex;align-items:center;gap:14px;flex-wrap:wrap;"">
  <span style=""font-size:9px;font-weight:700;letter-spacing:2px;text-transform:uppercase;color:#90263A;flex-shrink:0;"">Cuidados</span>
  <div style=""display:flex;gap:8px;flex-wrap:wrap;""><span style=""background:#fff;color:#555;font-size:11px;padding:5px 13px;"">&#10022; &bull; Lavar con agua fría.&bull; No usar lavandina.&bull; Secar a la sombra</span></div>
</div>
<div style=""background:#f7f4f1;padding:22px 28px 18px;margin-top:2px;border-top:1px solid #e0dbd5;"">
  <p style=""font-size:9px;font-weight:700;letter-spacing:2px;text-transform:uppercase;color:#90263A;margin:0 0 14px 0;"">Guía de talles</p>
  <img src=""https://d1a9qnv764bsoo.cloudfront.net/stores/601/496/rte/camisa-cumbre-negro.png"" alt=""Guía de talles Camisa Cumbre Negro"" style=""display:block;width:100%;height:auto;"" />
</div>
<div style=""background:#ffffff;padding:20px 28px 22px;margin-top:2px;border-bottom:3px solid #90263A;"">
  <div style=""background:#90263A;padding:14px 20px;margin-bottom:14px;display:flex;align-items:center;gap:14px;"">
  <div style=""width:38px;height:38px;border-radius:50%;background:#ffffff;display:flex;align-items:center;justify-content:center;flex-shrink:0;font-size:15px;font-weight:700;color:#90263A;"">A</div>
  <div>
    <p style=""font-size:9px;letter-spacing:2px;text-transform:uppercase;color:#D5C792;margin:0 0 3px 0;"">Referencia de talle</p>
    <p style=""font-size:14px;color:#ffffff;font-weight:700;margin:0;"">Ale usa talle M en este modelo</p>
  </div>
</div>
  <p style=""font-size:12px;font-weight:700;color:#1a1a1a;text-align:center;margin:0 0 10px 0;"">La modelo de la foto usa talle S</p>
  <p style=""font-size:11px;font-weight:600;color:#1a1a1a;text-align:center;font-style:italic;margin:0;"">Todas las medidas son aproximadas y lineales. No son de contorno.</p>
</div>";camisa, elegante;Camisa Cumbre Negro manga ancha elegante y suave;Descubrí la Camisa Cumbre Negro: diseño único, tela piel de durazno suave y corte cómodo. Sumala a tu look. ¡Elegí estilo y confort!;Simona;SI;;;;
camisa-cumbre-negro-1468a;;;Talle;M;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;21;SIMO13911;;;;;;;;;;;;;
camisa-cumbre-negro-1468a;;;Talle;L;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;21;SIMO13912;;;;;;;;;;;;;
camisa-cumbre-vino-15d85;Camisa Cumbre Vino;OTOÑO - INVIERNO > CAMISAS Y BLUSAS, NOVEDADES;Talle;S;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;2;SIMO13907;;SI;NO;"<div style=""background:#e9eae5;padding:32px 28px 26px;text-align:center;position:relative;overflow:hidden;"">
  <div style=""position:absolute;top:0;left:0;right:0;height:3px;background:linear-gradient(90deg,#90263A,#D5C792,#A2897B);""></div>
  <span style=""display:inline-block;border:1px solid #A2897B;color:#A2897B;font-size:9px;font-weight:700;letter-spacing:2.5px;text-transform:uppercase;padding:4px 14px;margin-bottom:16px;"">Otoño · Invierno</span>
  <h2 style=""font-size:22px;font-weight:600;color:#3a2a2a;line-height:1.2;margin:0 0 8px 0;"">Camisa Cumbre Vino</h2>
  <p style=""color:#A2897B;font-size:13px;font-style:italic;margin:0;""></p>
</div>
<div style=""background:#ffffff;padding:24px 28px;margin-top:2px;"">
  <p style=""font-size:9px;font-weight:700;letter-spacing:2px;text-transform:uppercase;color:#90263A;margin:0 0 18px 0;"">Detalles de la prenda</p>
  <table style=""width:100%;border-collapse:collapse;"">
<tr style=""border-bottom:1px solid #f0efec;""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Material</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Confeccionada en tela con acabado piel de durazno, suave al tacto y confortable, que aporta una sensación delicada y premium.</td></tr>
<tr style=""border-bottom:1px solid #f0efec;""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Diseño</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Camisa de mangas anchas con botones dispuestos de a dos, un detalle original que eleva la prenda y le da un estilo único.</td></tr>
<tr style=""border-bottom:1px solid #f0efec;""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Calce</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Corte cómodo y fluido que cae de manera natural, ideal para un look relajado pero sofisticado.</td></tr>
<tr style=""""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Estilo</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Diseño: Camisa de mangas anchas con botones dispuestos de a dos, un detalle original que eleva la prenda y le da un estilo único.</td></tr>
  </table>
</div>
<div style=""background:#e9eae5;padding:18px 28px;margin-top:2px;display:flex;align-items:center;gap:14px;flex-wrap:wrap;"">
  <span style=""font-size:9px;font-weight:700;letter-spacing:2px;text-transform:uppercase;color:#90263A;flex-shrink:0;"">Cuidados</span>
  <div style=""display:flex;gap:8px;flex-wrap:wrap;""><span style=""background:#fff;color:#555;font-size:11px;padding:5px 13px;"">&#10022; &bull; Lavar con agua fría.&bull; No usar lavandina.&bull; Secar a la sombra</span></div>
</div>
<div style=""background:#f7f4f1;padding:22px 28px 18px;margin-top:2px;border-top:1px solid #e0dbd5;"">
  <p style=""font-size:9px;font-weight:700;letter-spacing:2px;text-transform:uppercase;color:#90263A;margin:0 0 14px 0;"">Guía de talles</p>
  <img src=""https://d1a9qnv764bsoo.cloudfront.net/stores/601/496/rte/camisa-cumbre-vino.png"" alt=""Guía de talles Camisa Cumbre Vino"" style=""display:block;width:100%;height:auto;"" />
</div>
<div style=""background:#ffffff;padding:20px 28px 22px;margin-top:2px;border-bottom:3px solid #90263A;"">
  <div style=""background:#90263A;padding:14px 20px;margin-bottom:14px;display:flex;align-items:center;gap:14px;"">
  <div style=""width:38px;height:38px;border-radius:50%;background:#ffffff;display:flex;align-items:center;justify-content:center;flex-shrink:0;font-size:15px;font-weight:700;color:#90263A;"">A</div>
  <div>
    <p style=""font-size:9px;letter-spacing:2px;text-transform:uppercase;color:#D5C792;margin:0 0 3px 0;"">Referencia de talle</p>
    <p style=""font-size:14px;color:#ffffff;font-weight:700;margin:0;"">Ale usa talle M en este modelo</p>
  </div>
</div>
  <p style=""font-size:12px;font-weight:700;color:#1a1a1a;text-align:center;margin:0 0 10px 0;"">La modelo de la foto usa talle S</p>
  <p style=""font-size:11px;font-weight:600;color:#1a1a1a;text-align:center;font-style:italic;margin:0;"">Todas las medidas son aproximadas y lineales. No son de contorno.</p>
</div>";camisa, elegante;Camisa Cumbre Vino elegante de manga ancha y suave piel de durazno;Camisa Cumbre Vino: elegante, suave y con mangas anchas. Diseño único y corte cómodo. ¡Sumá estilo a tu look! Descubrila ahora.;Simona;SI;;;;
camisa-cumbre-vino-15d85;;;Talle;M;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;22;SIMO13908;;;;;;;;;;;;;
camisa-cumbre-vino-15d85;;;Talle;L;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;16;SIMO13909;;;;;;;;;;;;;
camisa-relieve-r6b2k;Camisa Relieve;OTOÑO - INVIERNO > CAMISAS Y BLUSAS;Talle;S;;;;;54,500.00;46,325.00;0.20;2.00;30.00;20.00;0;SIMO13794;;SI;NO;"<div style=""background:#e9eae5;padding:32px 28px 26px;text-align:center;position:relative;overflow:hidden;"">
  <div style=""position:absolute;top:0;left:0;right:0;height:3px;background:linear-gradient(90deg,#90263A,#D5C792,#A2897B);""></div>
  <span style=""display:inline-block;border:1px solid #A2897B;color:#A2897B;font-size:9px;font-weight:700;letter-spacing:2.5px;text-transform:uppercase;padding:4px 14px;margin-bottom:16px;"">Otoño · Invierno</span>
  <h2 style=""font-size:22px;font-weight:600;color:#3a2a2a;line-height:1.2;margin:0 0 8px 0;"">Camisa Relieve</h2>
  <p style=""color:#A2897B;font-size:13px;font-style:italic;margin:0;"">Camisa de algodón trabajado con cuello mao – romántica, delicada y con estilo</p>
</div>
<div style=""background:#ffffff;padding:24px 28px;margin-top:2px;"">
  <p style=""font-size:9px;font-weight:700;letter-spacing:2px;text-transform:uppercase;color:#90263A;margin:0 0 18px 0;"">Detalles de la prenda</p>
  <table style=""width:100%;border-collapse:collapse;"">
<tr style=""border-bottom:1px solid #f0efec;""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Material</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Confeccionada en algodón trabajado de excelente calidad, liviano y confortable.</td></tr>
<tr style=""border-bottom:1px solid #f0efec;""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Diseño</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Cuello mao con alforzas en el frente que aportan textura y detalle. Incorpora puntillas y mangas anchas con detalles en puntilla, logrando un look femenino y artesanal.</td></tr>
<tr style=""border-bottom:1px solid #f0efec;""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Calce</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Silueta cómoda y aireada que brinda movimiento y elegancia.</td></tr>
<tr style=""""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Estilo</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Camisa de algodón trabajado con cuello mao – romántica, delicada y con estilo</td></tr>
  </table>
</div>
<div style=""background:#e9eae5;padding:18px 28px;margin-top:2px;display:flex;align-items:center;gap:14px;flex-wrap:wrap;"">
  <span style=""font-size:9px;font-weight:700;letter-spacing:2px;text-transform:uppercase;color:#90263A;flex-shrink:0;"">Cuidados</span>
  <div style=""display:flex;gap:8px;flex-wrap:wrap;""><span style=""background:#fff;color:#555;font-size:11px;padding:5px 13px;"">&#10022; Lavar a mano o en ciclo delicado</span> <span style=""background:#fff;color:#555;font-size:11px;padding:5px 13px;"">&#10022; Sin lavandina</span> <span style=""background:#fff;color:#555;font-size:11px;padding:5px 13px;"">&#10022; Secar a la sombra</span></div>
</div>
<div style=""background:#f7f4f1;padding:22px 28px 18px;margin-top:2px;border-top:1px solid #e0dbd5;"">
  <p style=""font-size:9px;font-weight:700;letter-spacing:2px;text-transform:uppercase;color:#90263A;margin:0 0 14px 0;"">Guía de talles</p>
  <img src=""https://d1a9qnv764bsoo.cloudfront.net/stores/601/496/rte/camisa-relieve.png"" alt=""Guía de talles Camisa Relieve"" style=""display:block;width:100%;height:auto;"" />
</div>
<div style=""background:#ffffff;padding:20px 28px 22px;margin-top:2px;border-bottom:3px solid #90263A;"">
  <div style=""background:#90263A;padding:14px 20px;margin-bottom:14px;display:flex;align-items:center;gap:14px;"">
  <div style=""width:38px;height:38px;border-radius:50%;background:#ffffff;display:flex;align-items:center;justify-content:center;flex-shrink:0;font-size:15px;font-weight:700;color:#90263A;"">A</div>
  <div>
    <p style=""font-size:9px;letter-spacing:2px;text-transform:uppercase;color:#D5C792;margin:0 0 3px 0;"">Referencia de talle</p>
    <p style=""font-size:14px;color:#ffffff;font-weight:700;margin:0;"">Ale usa talle M en este modelo</p>
  </div>
</div>
  <p style=""font-size:12px;font-weight:700;color:#1a1a1a;text-align:center;margin:0 0 10px 0;"">La modelo de la foto usa talle S</p>
  <p style=""font-size:11px;font-weight:600;color:#1a1a1a;text-align:center;font-style:italic;margin:0;"">Todas las medidas son aproximadas y lineales. No son de contorno.</p>
</div>";camisa, estilo romantico, puntillas, romantica;Camisa de algodón trabajado con cuello mao y puntillas;Descubrí la camisa relieve de algodón trabajado, diseño romántico y artesanal. Sumala a tus looks y destacá tu estilo. ¡Comprá ahora!;Simona;SI;;;;
camisa-relieve-r6b2k;;;Talle;M;;;;;54,500.00;46,325.00;0.20;2.00;30.00;20.00;0;SIMO13795;;;;;;;;;;;;;
camisa-relieve-r6b2k;;;Talle;L;;;;;54,500.00;46,325.00;0.20;2.00;30.00;20.00;55;SIMO13796;;;;;;;;;;;;;
musculosa-origen-beige-chdhp;Musculosa Origen Beige;OTOÑO - INVIERNO > CAMISAS Y BLUSAS;Talle;S;;;;;36,500.00;31,025.00;0.20;30.00;30.00;2.00;21;SIMO13711;;SI;NO;"<div style=""background:#e9eae5;padding:32px 28px 26px;text-align:center;position:relative;overflow:hidden;"">
  <div style=""position:absolute;top:0;left:0;right:0;height:3px;background:linear-gradient(90deg,#90263A,#D5C792,#A2897B);""></div>
  <span style=""display:inline-block;border:1px solid #A2897B;color:#A2897B;font-size:9px;font-weight:700;letter-spacing:2.5px;text-transform:uppercase;padding:4px 14px;margin-bottom:16px;"">Otoño · Invierno</span>
  <h2 style=""font-size:22px;font-weight:600;color:#3a2a2a;line-height:1.2;margin:0 0 8px 0;"">Musculosa Origen Beige</h2>
  <p style=""color:#A2897B;font-size:13px;font-style:italic;margin:0;"">Musculosa de twill sastrero con puntilla – elegante, femenina y versátil</p>
</div>
<div style=""background:#ffffff;padding:24px 28px;margin-top:2px;"">
  <p style=""font-size:9px;font-weight:700;letter-spacing:2px;text-transform:uppercase;color:#90263A;margin:0 0 18px 0;"">Detalles de la prenda</p>
  <table style=""width:100%;border-collapse:collapse;"">
<tr style=""border-bottom:1px solid #f0efec;""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Material</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Confeccionada en twill sastrero de excelente calidad, con buena estructura y caída.</td></tr>
<tr style=""border-bottom:1px solid #f0efec;""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Diseño</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Detalle de puntilla en el escote y en la parte inferior que aporta un toque delicado y sofisticado. Posee breteles regulables</td></tr>
<tr style=""border-bottom:1px solid #f0efec;""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Calce</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Silueta cómoda que equilibra lo sastrero con lo femenino.</td></tr>
<tr style=""""><td style=""padding:11px 0;width:95px;vertical-align:top;""><span style=""font-size:9px;font-weight:700;letter-spacing:1.5px;text-transform:uppercase;color:#A2897B;"">Estilo</span></td><td style=""padding:11px 0;font-size:13px;color:#444;line-height:1.6;"">Ideal para looks elegantes o más relajados. Podés usarla en conjunto con el pantalón Origen para un outfit moderno, armonioso y con mucha personalidad.</td></tr>
  </table>
</div>
<div style=""background:#e9eae5;padding:18px 28px;margin-top:2px;display:flex;align-items:center;gap:14px;flex-wrap:wrap;"">
  <span style=""font-size:9px;font-weight:700;letter-spacing:2px;text-transform:uppercase;color:#90263A;flex-shrink:0;"">Cuidados</span>
  <div style=""display:flex;gap:8px;flex-wrap:wrap;""><span style=""background:#fff;color:#555;font-size:11px;padding:5px 13px;"">&#10022; Lavar a mano o en ciclo delicado</span> <span style=""background:#fff;color:#555;font-size:11px;padding:5px 13px;"">&#10022; Sin lavandina</span> <span style=""background:#fff;color:#555;font-size:11px;padding:5px 13px;"">&#10022; Secar a la sombra</span></div>
</div>
<div style=""background:#f7f4f1;padding:22px 28px 18px;margin-top:2px;border-top:1px solid #e0dbd5;"">
  <p style=""font-size:9px;font-weight:700;letter-spacing:2px;text-transform:uppercase;color:#90263A;margin:0 0 14px 0;"">Guía de talles</p>
  <img src=""https://d1a9qnv764bsoo.cloudfront.net/stores/601/496/rte/musculosa-origen-beige.png"" alt=""Guía de talles Musculosa Origen Beige"" style=""display:block;width:100%;height:auto;"" />
</div>
<div style=""background:#ffffff;padding:20px 28px 22px;margin-top:2px;border-bottom:3px solid #90263A;"">
  <div style=""background:#90263A;padding:14px 20px;margin-bottom:14px;display:flex;align-items:center;gap:14px;"">
  <div style=""width:38px;height:38px;border-radius:50%;background:#ffffff;display:flex;align-items:center;justify-content:center;flex-shrink:0;font-size:15px;font-weight:700;color:#90263A;"">A</div>
  <div>
    <p style=""font-size:9px;letter-spacing:2px;text-transform:uppercase;color:#D5C792;margin:0 0 3px 0;"">Referencia de talle</p>
    <p style=""font-size:14px;color:#ffffff;font-weight:700;margin:0;"">Ale usa talle M en este modelo</p>
  </div>
</div>
  <p style=""font-size:12px;font-weight:700;color:#1a1a1a;text-align:center;margin:0 0 10px 0;"">La modelo de la foto usa talle S</p>
  <p style=""font-size:11px;font-weight:600;color:#1a1a1a;text-align:center;font-style:italic;margin:0;"">Todas las medidas son aproximadas y lineales. No son de contorno.</p>
</div>";conjunto, musculosa, puntilla;Musculosa Origen Beige elegante con puntilla y twill;Musculosa Origen Beige en twill sastrero, puntilla y breteles regulables. Elegí estilo, comodidad y sofisticación en tu look. ¡Sumala a tu guardarropa!;Simona;SI;;;;
musculosa-origen-beige-chdhp;;;Talle;M;;;;;36,500.00;31,025.00;0.20;30.00;30.00;2.00;56;SIMO13712;;;;;;;;;;;;;
musculosa-origen-beige-chdhp;;;Talle;L;;;;;36,500.00;31,025.00;0.20;30.00;30.00;2.00;55;SIMO13713;;;;;;;;;;;;;
