"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
camisa-cumbre-chocolate-w081t;;;Talle;M;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;8;SIMO13914;;;;;;;;;;;;;
camisa-cumbre-chocolate-w081t;;;Talle;L;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;20;SIMO13915;;;;;;;;;;;;;
camisa-cumbre-negro-1468a;"Camisa Cumbre Negro";"OTOÑO - INVIERNO > CAMISAS Y BLUSAS, NOVEDADES";Talle;S;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;2;SIMO13910;;SI;NO;"<p data-start=""0"" data-end=""68"">Camisa de manga ancha &ndash; suave, elegante y con dise&ntilde;o distintivo ?</p>
<p data-start=""70"" data-end=""213"">? <strong data-start=""72"" data-end=""85"">Material:</strong> Confeccionada en tela con acabado piel de durazno, suave al tacto y confortable, que aporta una sensaci&oacute;n delicada y premium.</p>
<p data-start=""215"" data-end=""352"">? <strong data-start=""217"" data-end=""228"">Dise&ntilde;o:</strong> Camisa de mangas anchas con botones dispuestos de a dos, un detalle original que eleva la prenda y le da un estilo &uacute;nico.</p>
<p data-start=""354"" data-end=""463"">? <strong data-start=""356"" data-end=""366"">Calce:</strong> Corte c&oacute;modo y fluido que cae de manera natural, ideal para un look relajado pero sofisticado.</p>
<p data-start=""465"" data-end=""624"">? <strong data-start=""467"" data-end=""478"">Estilo:</strong> Perfecta para looks elegantes o urbanos. Hace juego con el pantal&oacute;n Cumbre, ideal para lograr un conjunto moderno, arm&oacute;nico y con personalidad.</p>
<p>&nbsp;</p>
<p data-start=""626"" data-end=""712"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""626"" data-end=""639"">Cuidados:</strong><br data-start=""639"" data-end=""642"" />&bull; Lavar con agua fr&iacute;a.<br data-start=""664"" data-end=""667"" />&bull; No usar lavandina.<br data-start=""687"" data-end=""690"" />&bull; Secar a la sombra.</p>
<p>MEDIDAS:</p>
<p>&nbsp;</p>
<table dir=""ltr"" style=""table-layout: fixed; font-size: 10pt; font-family: Arial; width: 0px; border-collapse: collapse; border: none;"" border=""1"" cellspacing=""0"" cellpadding=""0"" data-sheets-root=""1"" data-sheets-baot=""1""><colgroup><col width=""100"" /><col width=""100"" /><col width=""100"" /><col width=""100"" /></colgroup>
<tbody>
<tr style=""height: 21px;"">
<td style=""border: 1px solid #000000; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">MEDIDAS</td>
<td style=""border-width: 1px; border-style: solid; border-color: #000000 #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">HOMBROS</td>
<td style=""border-width: 1px; border-style: solid; border-color: #000000 #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">SISA</td>
<td style=""border-width: 1px; border-style: solid; border-color: #000000 #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">LARGO</td>
</tr>
<tr style=""height: 21px;"">
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom;"">TALLE S</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">30 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">50 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">62 CM</td>
</tr>
<tr style=""height: 21px;"">
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom;"">TALLE M</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">32 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">52 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">63 CM</td>
</tr>
<tr style=""height: 21px;"">
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom;"">TALLE L</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">34 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">54 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">64 CM</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<p>TODAS LAS MEDIDAS SON APROXIMADAS Y LINEALES. NO SON EL CONTORNO</p>
<p>La modelo de la foto usa talle S y Ale en este modelo usa talle M</p>";"camisa, elegante";"Camisa Cumbre Negro manga ancha elegante y suave";"Descubrí la Camisa Cumbre Negro: diseño único, tela piel de durazno suave y corte cómodo. Sumala a tu look. ¡Elegí estilo y confort!";Simona;SI;;;;
camisa-cumbre-negro-1468a;;;Talle;M;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;21;SIMO13911;;;;;;;;;;;;;
camisa-cumbre-negro-1468a;;;Talle;L;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;21;SIMO13912;;;;;;;;;;;;;
camisa-cumbre-vino-15d85;"Camisa Cumbre Vino";"OTOÑO - INVIERNO > CAMISAS Y BLUSAS, NOVEDADES";Talle;S;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;4;SIMO13907;;SI;NO;"<p data-start=""0"" data-end=""68"">Camisa de manga ancha &ndash; suave, elegante y con dise&ntilde;o distintivo ?</p>
<p data-start=""70"" data-end=""213"">? <strong data-start=""72"" data-end=""85"">Material:</strong> Confeccionada en tela con acabado piel de durazno, suave al tacto y confortable, que aporta una sensaci&oacute;n delicada y premium.</p>
<p data-start=""215"" data-end=""352"">? <strong data-start=""217"" data-end=""228"">Dise&ntilde;o:</strong> Camisa de mangas anchas con botones dispuestos de a dos, un detalle original que eleva la prenda y le da un estilo &uacute;nico.</p>
<p data-start=""354"" data-end=""463"">? <strong data-start=""356"" data-end=""366"">Calce:</strong> Corte c&oacute;modo y fluido que cae de manera natural, ideal para un look relajado pero sofisticado.</p>
<p data-start=""465"" data-end=""624"">? <strong data-start=""467"" data-end=""478"">Estilo:</strong> Perfecta para looks elegantes o urbanos. Hace juego con el pantal&oacute;n Cumbre, ideal para lograr un conjunto moderno, arm&oacute;nico y con personalidad.</p>
<p>&nbsp;</p>
<p data-start=""626"" data-end=""712"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""626"" data-end=""639"">Cuidados:</strong><br data-start=""639"" data-end=""642"" />&bull; Lavar con agua fr&iacute;a.<br data-start=""664"" data-end=""667"" />&bull; No usar lavandina.<br data-start=""687"" data-end=""690"" />&bull; Secar a la sombra.</p>
<p>MEDIDAS:</p>
<p>&nbsp;</p>
<table dir=""ltr"" style=""table-layout: fixed; font-size: 10pt; font-family: Arial; width: 0px; border-collapse: collapse; border: none;"" border=""1"" cellspacing=""0"" cellpadding=""0"" data-sheets-root=""1"" data-sheets-baot=""1""><colgroup><col width=""100"" /><col width=""100"" /><col width=""100"" /><col width=""100"" /></colgroup>
<tbody>
<tr style=""height: 21px;"">
<td style=""border: 1px solid #000000; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">MEDIDAS</td>
<td style=""border-width: 1px; border-style: solid; border-color: #000000 #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">HOMBROS</td>
<td style=""border-width: 1px; border-style: solid; border-color: #000000 #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">SISA</td>
<td style=""border-width: 1px; border-style: solid; border-color: #000000 #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">LARGO</td>
</tr>
<tr style=""height: 21px;"">
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom;"">TALLE S</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">30 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">50 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">62 CM</td>
</tr>
<tr style=""height: 21px;"">
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom;"">TALLE M</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">32 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">52 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">63 CM</td>
</tr>
<tr style=""height: 21px;"">
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom;"">TALLE L</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">34 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">54 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">64 CM</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<p>TODAS LAS MEDIDAS SON APROXIMADAS Y LINEALES. NO SON EL CONTORNO</p>
<p>La modelo de la foto usa talle S y Ale en este modelo usa talle M</p>";"camisa, elegante";"Camisa Cumbre Vino elegante de manga ancha y suave piel de durazno";"Camisa Cumbre Vino: elegante, suave y con mangas anchas. Diseño único y corte cómodo. ¡Sumá estilo a tu look! Descubrila ahora.";Simona;SI;;;;
camisa-cumbre-vino-15d85;;;Talle;M;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;23;SIMO13908;;;;;;;;;;;;;
camisa-cumbre-vino-15d85;;;Talle;L;;;;;52,500.00;44,625.00;0.20;2.00;30.00;20.00;16;SIMO13909;;;;;;;;;;;;;
camisa-relieve-r6b2k;"Camisa Relieve";"OTOÑO - INVIERNO > CAMISAS Y BLUSAS";Talle;S;;;;;54,500.00;46,325.00;0.20;2.00;30.00;20.00;0;SIMO13794;;SI;NO;"<p>Camisa de algod&oacute;n trabajado con cuello mao &ndash; rom&aacute;ntica, delicada y con estilo ?</p>
<p>? Material: Confeccionada en algod&oacute;n trabajado de excelente calidad, liviano y confortable.</p>
<p>? Dise&ntilde;o: Cuello mao con alforzas en el frente que aportan textura y detalle. Incorpora puntillas y mangas anchas con detalles en puntilla, logrando un look femenino y artesanal.</p>
<p>? Calce: Silueta c&oacute;moda y aireada que brinda movimiento y elegancia.</p>
<p>? Estilo: Ideal para looks rom&aacute;nticos o boho chic. Comb&iacute;nala con jeans, sastreros o faldas para un outfit delicado y con personalidad.</p>
<p>MEDIDAS:</p>
<p>&nbsp;</p>
<table dir=""ltr"" style=""table-layout: fixed; font-size: 10pt; font-family: Arial; width: 0px; border-collapse: collapse; border: none;"" border=""1"" cellspacing=""0"" cellpadding=""0"" data-sheets-root=""1"" data-sheets-baot=""1""><colgroup><col width=""100"" /><col width=""100"" /><col width=""100"" /><col width=""100"" /></colgroup>
<tbody>
<tr style=""height: 21px;"">
<td style=""border: 1px solid #000000; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">MEDIDAS</td>
<td style=""border-width: 1px; border-style: solid; border-color: #000000 #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">HOMBROS</td>
<td style=""border-width: 1px; border-style: solid; border-color: #000000 #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">SISA</td>
<td style=""border-width: 1px; border-style: solid; border-color: #000000 #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">LARGO</td>
</tr>
<tr style=""height: 21px;"">
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom;"">TALLE S</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">35 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">51 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">58 CM</td>
</tr>
<tr style=""height: 21px;"">
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom;"">TALLE M</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">36 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">53 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">60 CM</td>
</tr>
<tr style=""height: 21px;"">
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom;"">TALLE L</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">37 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">55 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">62 CM</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<p>TODAS LAS MEDIDAS SON APROXIMADAS Y LINEALES. NO SON EL CONTORNO</p>
<p>La modelo de la foto usa talle S y Ale en este modelo usa talle M</p>";"camisa, estilo romantico, puntillas, romantica";"Camisa de algodón trabajado con cuello mao y puntillas";"Descubrí la camisa relieve de algodón trabajado, diseño romántico y artesanal. Sumala a tus looks y destacá tu estilo. ¡Comprá ahora!";Simona;SI;;;;
camisa-relieve-r6b2k;;;Talle;M;;;;;54,500.00;46,325.00;0.20;2.00;30.00;20.00;5;SIMO13795;;;;;;;;;;;;;
camisa-relieve-r6b2k;;;Talle;L;;;;;54,500.00;46,325.00;0.20;2.00;30.00;20.00;61;SIMO13796;;;;;;;;;;;;;
musculosa-origen-beige-chdhp;"Musculosa Origen Beige";"OTOÑO - INVIERNO > CAMISAS Y BLUSAS";Talle;S;;;;;36,500.00;31,025.00;0.20;30.00;30.00;2.00;21;SIMO13711;;SI;NO;"<p>Musculosa de twill sastrero con puntilla &ndash; elegante, femenina y vers&aacute;til ?</p>
<p>? Material: Confeccionada en twill sastrero de excelente calidad, con buena estructura y ca&iacute;da.</p>
<p>? Dise&ntilde;o: Detalle de puntilla en el escote y en la parte inferior que aporta un toque delicado y sofisticado. Posee breteles regulables</p>
<p>? Calce: Silueta c&oacute;moda que equilibra lo sastrero con lo femenino.</p>
<p>? Estilo: Ideal para looks elegantes o m&aacute;s relajados. Pod&eacute;s usarla en conjunto con el pantal&oacute;n Origen para un outfit moderno, armonioso y con mucha personalidad.</p>
<p>MEDIDAS:</p>
<p>&nbsp;</p>
<table dir=""ltr"" style=""table-layout: fixed; font-size: 10pt; font-family: Arial; width: 0px; border-collapse: collapse; border: none;"" border=""1"" cellspacing=""0"" cellpadding=""0"" data-sheets-root=""1"" data-sheets-baot=""1""><colgroup><col width=""100"" /><col width=""100"" /><col width=""100"" /></colgroup>
<tbody>
<tr style=""height: 21px;"">
<td style=""border: 1px solid #000000; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">MEDIDAS</td>
<td style=""border-width: 1px; border-style: solid; border-color: #000000 #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">SISA</td>
<td style=""border-width: 1px; border-style: solid; border-color: #000000 #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">LARGO</td>
</tr>
<tr style=""height: 21px;"">
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom;"">TALLE S</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">43 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">54 CM</td>
</tr>
<tr style=""height: 21px;"">
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom;"">TALLE M</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">45 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">55 CM</td>
</tr>
<tr style=""height: 21px;"">
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom;"">TALLE L</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">47 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">56 CM</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<p>La modelo de la foto usa talle S y Ale en este modelo usa talle M</p>
<p>TODAS LAS MEDIDAS SON APROXIMADAS Y LINEALES. NO SON EL CONTORNO</p>
<p>&nbsp;</p>";"conjunto, musculosa, puntilla";"Musculosa Origen Beige elegante con puntilla y twill";"Musculosa Origen Beige en twill sastrero, puntilla y breteles regulables. Elegí estilo, comodidad y sofisticación en tu look. ¡Sumala a tu guardarropa!";Simona;SI;;;;
musculosa-origen-beige-chdhp;;;Talle;M;;;;;36,500.00;31,025.00;0.20;30.00;30.00;2.00;56;SIMO13712;;;;;;;;;;;;;
musculosa-origen-beige-chdhp;;;Talle;L;;;;;36,500.00;31,025.00;0.20;30.00;30.00;2.00;55;SIMO13713;;;;;;;;;;;;;
musculosa-origen-chocolate-19hz6;"Musculosa Origen Chocolate";"OTOÑO - INVIERNO > CAMISAS Y BLUSAS";Talle;S;;;;;36,500.00;31,025.00;0.20;30.00;30.00;2.00;19;SIMO13708;;SI;NO;"<p>Musculosa de twill sastrero con puntilla &ndash; elegante, femenina y vers&aacute;til ?</p>
<p>? Material: Confeccionada en twill sastrero de excelente calidad, con buena estructura y ca&iacute;da.</p>
<p>? Dise&ntilde;o: Detalle de puntilla en el escote y en la parte inferior que aporta un toque delicado y sofisticado. Posee breteles regulables</p>
<p>? Calce: Silueta c&oacute;moda que equilibra lo sastrero con lo femenino.</p>
<p>? Estilo: Ideal para looks elegantes o m&aacute;s relajados. Pod&eacute;s usarla en conjunto con el pantal&oacute;n Origen para un outfit moderno, armonioso y con mucha personalidad.</p>
<p>MEDIDAS:</p>
<p>&nbsp;</p>
<table dir=""ltr"" style=""table-layout: fixed; font-size: 10pt; font-family: Arial; width: 0px; border-collapse: collapse; border: none;"" border=""1"" cellspacing=""0"" cellpadding=""0"" data-sheets-root=""1"" data-sheets-baot=""1""><colgroup><col width=""100"" /><col width=""100"" /><col width=""100"" /></colgroup>
<tbody>
<tr style=""height: 21px;"">
<td style=""border: 1px solid #000000; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">MEDIDAS</td>
<td style=""border-width: 1px; border-style: solid; border-color: #000000 #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">SISA</td>
<td style=""border-width: 1px; border-style: solid; border-color: #000000 #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; font-weight: bold; text-align: center;"">LARGO</td>
</tr>
<tr style=""height: 21px;"">
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom;"">TALLE S</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">43 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">54 CM</td>
</tr>
<tr style=""height: 21px;"">
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom;"">TALLE M</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">45 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">55 CM</td>
</tr>
<tr style=""height: 21px;"">
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom;"">TALLE L</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">47 CM</td>
<td style=""border-width: 1px; border-style: solid; border-color: #cccccc #000000 #000000 #cccccc; border-image: initial; overflow: hidden; padding: 2px 3px; vertical-align: bottom; background-color: #ffffff; text-align: center;"">56 CM</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<p>En este modelo Ale usa talle M</p>
<p>TODAS LAS MEDIDAS SON APROXIMADAS Y LINEALES. NO SON EL CONTORNO</p>
<p>&nbsp;</p>";"conjunto, musculosa, puntilla";"Musculosa Origen Chocolate de twill con puntilla elegante";"Musculosa de twill sastrero, detalle de puntilla, breteles regulables. Elegí elegancia y versatilidad. ¡Sumala a tu look hoy!";Simona;SI;;;;
musculosa-origen-chocolate-19hz6;;;Talle;M;;;;;36,500.00;31,025.00;0.20;30.00;30.00;2.00;39;SIMO13709;;;;;;;;;;;;;
musculosa-origen-chocolate-19hz6;;;Talle;L;;;;;36,500.00;31,025.00;0.20;30.00;30.00;2.00;39;SIMO13710;;;;;;;;;;;;;
